id,phrase,level,main_category,sub_category
2122,foul-smelling chemicals,C2,Daily_Life,General_Interactions
2123,have experience in,C2,Daily_Life,General_Interactions
2124,foul-smelling factory,C2,Psychology_Emotions,Behavior
2125,high-powered job,C2,Business_Finance_Economy,Jobs_Careers
2126,fragrant perfume,C2,Daily_Life,General_Interactions
2127,job satisfaction,C2,Business_Finance_Economy,Jobs_Careers
2128,fresh scent,C1,Daily_Life,General_Interactions
2129,keep an appointment,C2,Technology_Digital,Software_Internet
2130,get the flavour of,C2,Daily_Life,General_Interactions
2131,keep a record,C2,Daily_Life,General_Interactions
2132,give off a smell,C2,Daily_Life,General_Interactions
2133,have a smell,C1,Daily_Life,General_Interactions
2134,lucrative job,C2,Business_Finance_Economy,Jobs_Careers
2135,have a taste,C1,Daily_Life,General_Interactions
2136,make a list,C1,Daily_Life,General_Interactions
2137,leave a bad taste in your mouth,C2,Daily_Life,General_Interactions
2138,make an appointment,C2,Technology_Digital,Software_Internet
2139,leave an unpleasant taste in your mouth,C2,Daily_Life,General_Interactions
2140,milk goes sour,C2,Daily_Life,General_Interactions
2141,make photocopies,C2,Daily_Life,General_Interactions
2142,noxious fumes,C2,Daily_Life,General_Interactions
2143,make preparations,C2,Daily_Life,General_Interactions
2144,over-powering stink,C2,Daily_Life,General_Interactions
2145,revolting stench,C2,Daily_Life,General_Interactions
2146,offer someone a job,C2,Business_Finance_Economy,Jobs_Careers
2147,share the same taste in,C2,Technology_Digital,Social_Media
2148,permanent job,C2,Business_Finance_Economy,Jobs_Careers
2149,smell danger,C1,Daily_Life,General_Interactions
2150,promising career,C2,Business_Finance_Economy,Jobs_Careers
2151,smell off,B2,Daily_Life,General_Interactions
2152,rewarding job,C2,Business_Finance_Economy,Jobs_Careers
2153,smell wafts,C1,Daily_Life,General_Interactions
2154,ruin someone's career,C2,Business_Finance_Economy,Jobs_Careers
2155,strong smell,C1,Daily_Life,General_Interactions
2156,set targets,C1,Daily_Life,General_Interactions
2157,subtle flavour,C2,Daily_Life,General_Interactions
2158,steady job,B2,Business_Finance_Economy,Jobs_Careers
2159,taste freedom,C2,Society_Law_Politics,Human_Rights
2160,stimulating working environment,C2,Business_Finance_Economy,Jobs_Careers
2161,whiff of perfume,C2,Daily_Life,General_Interactions
2162,supervise work,C2,Business_Finance_Economy,Jobs_Careers
2163,take charge of,C2,Daily_Life,General_Interactions
2164,take early retirement,C2,Daily_Life,General_Interactions
2165,take on work,C1,Business_Finance_Economy,Jobs_Careers
2166,take the minutes,C2,Daily_Life,General_Interactions
2167,work closely with,C2,Business_Finance_Economy,Jobs_Careers
2168,wreck someone's career,C2,Business_Finance_Economy,Jobs_Careers
2169,become angry,C1,Psychology_Emotions,Feelings_Emotions
2170,become bored,C1,Psychology_Emotions,Feelings_Emotions
2171,become depressed,C2,Communication_Media_Arts,Media_Journalism
2172,become excited,C2,Psychology_Emotions,Feelings_Emotions
2173,become extinct,C2,Daily_Life,General_Interactions
2174,become homeless,C2,Society_Law_Politics,Social_Issues
2175,become impatient,C2,Psychology_Emotions,Feelings_Emotions
2176,become involved,C2,Daily_Life,General_Interactions
2177,become popular,C2,Daily_Life,General_Interactions
2178,become pregnant,C2,Daily_Life,General_Interactions
2179,become unpopular,C2,Daily_Life,General_Interactions
2180,become upset,C1,Psychology_Emotions,Feelings_Emotions
2181,become violent,C2,Daily_Life,General_Interactions
2182,fall ill,B1,Health_Medicine,Illness_Diseases
2183,fall silent,C1,Psychology_Emotions,Feelings_Emotions
2184,get angry,B2,Psychology_Emotions,Feelings_Emotions
2185,get bored,B2,Psychology_Emotions,Feelings_Emotions
2186,get depressed,C2,Communication_Media_Arts,Media_Journalism
2187,get excited,C1,Psychology_Emotions,Feelings_Emotions
2188,get impatient,C2,Psychology_Emotions,Feelings_Emotions
2189,get involved,C1,Daily_Life,General_Interactions
2190,get pregnant,C1,Daily_Life,General_Interactions
2191,get upset,B2,Psychology_Emotions,Feelings_Emotions
2192,get violent,C1,Daily_Life,General_Interactions
2193,go blind,B1,Daily_Life,General_Interactions
2194,go crazy,B1,Psychology_Emotions,Feelings_Emotions
2195,go dark,B1,Science_Nature,Natural_Phenomena
2196,go deaf,B1,Daily_Life,General_Interactions
2197,go mad,A2,Psychology_Emotions,Feelings_Emotions
2198,go red,A2,Science_Nature,Natural_Phenomena
2199,go yellow,B2,Science_Nature,Natural_Phenomena
2200,grow louder,C1,Daily_Life,General_Interactions
2201,grow older,B2,Daily_Life,General_Interactions
2202,have a child,C1,Daily_Life,General_Interactions
2203,have a heart attack,C2,Communication_Media_Arts,Arts_Creativity
2204,suffer a heart attack,C2,Health_Medicine,Illness_Diseases
2205,turn gold,B2,Science_Nature,Natural_Phenomena
2206,turn red,B1,Science_Nature,Natural_Phenomena
2207,turn white,B2,Science_Nature,Natural_Phenomena
2208,have a break,C1,Daily_Life,General_Interactions
2209,have a conversation,C2,Communication_Media_Arts,Speaking_Expressions
2210,have a dream,C1,Daily_Life,General_Interactions
2211,have a go,B2,Daily_Life,General_Interactions
2212,have an accident,C2,Daily_Life,General_Interactions
2213,have an argument,C2,Communication_Media_Arts,Opinion_Discussion
2214,have an experience,C2,Daily_Life,General_Interactions
2215,have a nightmare,C2,Daily_Life,General_Interactions
2216,have a problem,C2,Daily_Life,General_Interactions
2217,have a row,B2,Communication_Media_Arts,Speaking_Expressions
2218,have a try,B2,Daily_Life,General_Interactions
2219,have difficulty,C2,Daily_Life,General_Interactions
2220,have fun,B1,Daily_Life,General_Interactions
2221,have problems,C2,Daily_Life,General_Interactions
2222,pay a compliment,C2,Business_Finance_Economy,Business_Management
2223,pay attention,C2,Business_Finance_Economy,Business_Management
2224,pay tribute,C1,Business_Finance_Economy,Business_Management
2225,pay your (last) respects,C2,Society_Law_Politics,Human_Rights
2226,take a bus,B2,Travel_Transportation,Public_Transport
2227,take a chance,C2,Daily_Life,General_Interactions
2228,take action,C1,Psychology_Emotions,Behavior
2229,take a holiday,C2,Travel_Transportation,Hotels_Tourism
2230,take a liking to,C2,Daily_Life,General_Interactions
2231,take an interest in,C2,Daily_Life,General_Interactions
2232,take a risk,C1,Business_Finance_Economy,Entrepreneurship
2233,take a train,C1,Technology_Digital,Artificial_Intelligence
2234,take a trip,C1,Travel_Transportation,Hotels_Tourism
2235,take photos,C1,Daily_Life,General_Interactions
2236,ancient history,C2,Communication_Media_Arts,Writing_Language
2237,ancient times,C2,Daily_Life,Time_Management
2238,antique furniture,C2,Daily_Life,Home_Housing
2239,antique jewellery,C2,Daily_Life,General_Interactions
2240,big decision,C1,Daily_Life,General_Interactions
2241,big problem,C1,Daily_Life,General_Interactions
2242,charge a phone,C2,Technology_Digital,Devices_Hardware
2243,charge a phone make,C2,Technology_Digital,Devices_Hardware
2244,close a conference,C2,Daily_Life,General_Interactions
2245,close a discussion,C2,Education,Classroom_Interaction
2246,close a meeting,C2,Daily_Life,General_Interactions
2247,close your mouth,C2,Daily_Life,General_Interactions
2248,damaged sofa,C1,Daily_Life,General_Interactions
2249,desperately lonely,C2,Business_Finance_Economy,Economy_Markets
2250,elderly person,C2,Psychology_Emotions,Feelings_Emotions
2251,end a relationship,C2,Daily_Life,General_Interactions
2252,film ends,B2,Communication_Media_Arts,Arts_Creativity
2253,finish your homework,C2,Education,University_School
2254,grow crops,B2,Daily_Life,General_Interactions
2255,grow plants,C1,Science_Nature,Biology_Life_Sciences
2256,large size,B2,Daily_Life,General_Interactions
2257,live alone,B2,Daily_Life,General_Interactions
2258,load a lorry,C1,Daily_Life,General_Interactions
2259,lonely place,C1,Daily_Life,General_Interactions
2260,lonely spot,C1,Daily_Life,General_Interactions
2261,old building,C1,Daily_Life,General_Interactions
2262,old friend,B2,Daily_Life,General_Interactions
2263,only child,B2,Daily_Life,General_Interactions
2264,raise cattle,C1,Technology_Digital,Artificial_Intelligence
2265,shut your mouth,C2,Daily_Life,General_Interactions
2266,sole survivor,C2,Daily_Life,General_Interactions
2267,solitary figure,C2,Daily_Life,General_Interactions
2268,start a car,C1,Travel_Transportation,Road_Travel
2269,travel alone,C1,Travel_Transportation,Road_Travel
2270,unique occasion,C2,Daily_Life,General_Interactions
2271,universe begins,C2,Daily_Life,General_Interactions
2272,achieve success,C2,Psychology_Emotions,Motivation
2273,achieve your aims,C2,Technology_Digital,Artificial_Intelligence
2274,beat an opponent,C2,Daily_Life,Routine_Activities
2275,beat a team,C1,Daily_Life,Routine_Activities
2276,carry a mobile phone,C2,Technology_Digital,Devices_Hardware
2277,carry a suitcase,C2,Travel_Transportation,Road_Travel
2278,defeat an opponent,C2,Daily_Life,Routine_Activities
2279,defeat a team,C2,Daily_Life,Routine_Activities
2280,earn a salary,C2,Business_Finance_Economy,Jobs_Careers
2281,gain access,C1,Technology_Digital,Artificial_Intelligence
2282,gain an advantage,C2,Technology_Digital,Artificial_Intelligence
2283,gain a reputation,C2,Technology_Digital,Artificial_Intelligence
2284,gain control,C1,Technology_Digital,Artificial_Intelligence
2285,gain power,B2,Technology_Digital,Artificial_Intelligence
2286,gain publicity,C2,Technology_Digital,Artificial_Intelligence
2287,gain recognition,C2,Technology_Digital,Artificial_Intelligence
2288,is powered by software,C2,Technology_Digital,Software_Internet
2289,spend a month,C2,Daily_Life,Time_Management
2290,spend a month/week,C2,Daily_Life,Time_Management
2291,spend days,B2,Daily_Life,Time_Management
2292,spend hours,C1,Daily_Life,Time_Management
2293,spend money,C1,Business_Finance_Economy,Finance_Banking
2294,take clothes,C1,Daily_Life,General_Interactions
2295,take clothes with you,C2,Daily_Life,General_Interactions
2296,use a laptop,C1,Technology_Digital,Devices_Hardware
2297,wear a dress,C1,Daily_Life,General_Interactions
2298,wear a hat,B2,Daily_Life,General_Interactions
2299,win a battle,C1,Daily_Life,Routine_Activities
2300,win a medal,C1,Daily_Life,General_Interactions
2301,win an award,C1,Society_Law_Politics,Law_Crime
2302,win an election,C2,Society_Law_Politics,Government_Politics
2303,win a prize,C1,Daily_Life,General_Interactions
2304,win a trophy,C1,Daily_Life,General_Interactions
2305,win a war,B2,Society_Law_Politics,Government_Politics
2306,atmosphere lightens,C2,Daily_Life,General_Interactions
2307,blaze of glory,C2,Daily_Life,General_Interactions
2308,blaze of publicity,C2,Daily_Life,General_Interactions
2309,cheeks burn with embarrassment,C2,Daily_Life,General_Interactions
2310,conversation flows,C2,Communication_Media_Arts,Speaking_Expressions
2311,dark days,B2,Daily_Life,General_Interactions
2312,dark thoughts,C2,Psychology_Emotions,Feelings_Emotions
2313,dark times,B2,Daily_Life,Time_Management
2314,expression darkens,C2,Communication_Media_Arts,Speaking_Expressions
2315,eyes darken,C1,Psychology_Emotions,Personality
2316,eyes light up,C2,Psychology_Emotions,Personality
2317,eyes shine,B2,Psychology_Emotions,Personality
2318,face darkens,C1,Psychology_Emotions,Personality
2319,face lights up,C2,Psychology_Emotions,Personality
2320,face shines,C1,Psychology_Emotions,Personality
2321,fiery temper,C1,Daily_Life,General_Interactions
2322,flood of tears,C2,Science_Nature,Natural_Phenomena
2323,heated conversation,C2,Communication_Media_Arts,Speaking_Expressions
2324,heated debate,C2,Communication_Media_Arts,Opinion_Discussion
2325,heated discussion,C2,Education,Classroom_Interaction
2326,ideas flow,B2,Daily_Life,General_Interactions
2327,mood lightens,C2,Health_Medicine,Mental_Health
2328,people pour,C1,Daily_Life,General_Interactions
2329,people stream,C2,Daily_Life,General_Interactions
2330,people trickle,C2,Daily_Life,General_Interactions
2331,stream of traffic,C2,Travel_Transportation,Road_Travel
2332,stream of visitors,C2,Daily_Life,General_Interactions
2333,sunny day,B2,Science_Nature,Natural_Phenomena
2334,sunny face,B2,Psychology_Emotions,Personality
2335,sunny smile,C1,Psychology_Emotions,Personality
2336,tears stream down someone's face,C2,Daily_Life,General_Interactions
2337,tears stream down someone’s face,C2,Daily_Life,General_Interactions
2338,tempers flare,C2,Daily_Life,General_Interactions
2339,troubles flare up,C2,Daily_Life,General_Interactions
2340,violence flares up,C2,Daily_Life,General_Interactions
2341,abandon,B2,Daily_Life,General_Interactions
2342,adversely,B2,Daily_Life,General_Interactions
2343,aggregate,B2,Daily_Life,General_Interactions
2344,cultivation,C1,Daily_Life,General_Interactions
2345,fertilize,B2,Daily_Life,General_Interactions
2346,intensify,B2,Daily_Life,General_Interactions
2347,irrigation,B2,Daily_Life,General_Interactions
2348,photosynthesis,C2,Education,Academic_Study
2349,precipitation,C2,Daily_Life,General_Interactions
2350,anticipate,B1,Daily_Life,General_Interactions
2351,catastrophic,C1,Daily_Life,General_Interactions
2352,collide,C1,Daily_Life,General_Interactions
2353,eruption,B1,Science_Nature,Natural_Phenomena
2354,persevere,B2,Daily_Life,General_Interactions
2355,plunge,A2,Daily_Life,General_Interactions
2356,unleash,B1,Daily_Life,General_Interactions
2357,adapt,B1,Daily_Life,General_Interactions
2358,diverse,B2,Daily_Life,General_Interactions
2359,evolve,A2,Daily_Life,General_Interactions
2360,feature,A2,Health_Medicine,Healthcare_Hospital
2361,generation,A2,Science_Nature,Biology_Life_Sciences
2362,inherent,C2,Daily_Life,Home_Housing
2363,migration,B2,Daily_Life,General_Interactions
2364,physical,B2,Daily_Life,General_Interactions
2365,process,A2,Daily_Life,General_Interactions
2366,survive,A2,Daily_Life,General_Interactions
2367,constraint,B2,Technology_Digital,Artificial_Intelligence
2368,contamination,C2,Daily_Life,General_Interactions
2369,dispose of,B2,Daily_Life,General_Interactions
2370,elementally,C1,Health_Medicine,Mental_Health
2371,emission,C1,Daily_Life,General_Interactions
2372,extinction,B2,Daily_Life,General_Interactions
2373,reservoir,B2,Daily_Life,General_Interactions
2374,shrink,A2,Daily_Life,General_Interactions
2375,adjust,B1,Daily_Life,General_Interactions
2376,arbitrary,B2,Daily_Life,General_Interactions
2377,denominator,C1,Daily_Life,General_Interactions
2378,exponentially,C2,Daily_Life,General_Interactions
2379,infinitesimal,C2,Daily_Life,General_Interactions
2380,maximize,B2,Daily_Life,General_Interactions
2381,parallel,B1,Daily_Life,General_Interactions
2382,proportion,B2,Daily_Life,General_Interactions
2383,sequence,B1,Daily_Life,General_Interactions
2384,accuracy,B1,Daily_Life,General_Interactions
2385,adjacent,B1,Daily_Life,General_Interactions
2386,compress,B1,Communication_Media_Arts,Media_Journalism
2387,feasibly,B1,Daily_Life,General_Interactions
2388,gut,A1,Daily_Life,General_Interactions
2389,integrally,B2,Daily_Life,General_Interactions
2390,overlap,B1,Daily_Life,General_Interactions
2391,retain,B1,Technology_Digital,Artificial_Intelligence
2392,seep,A1,Daily_Life,General_Interactions
2393,structure,A2,Daily_Life,General_Interactions
2394,circulate,B2,Daily_Life,General_Interactions
2395,corrode,B1,Daily_Life,General_Interactions
2396,derive,A2,Daily_Life,General_Interactions
